session_duration_sec,pages_viewed,clicks,ad_impressions,device_type,traffic_source,cart_additions,past_purchases,conversion
1608,19,67,114,Mobile,Facebook,12,36,1
3020,34,34,238,Desktop,Facebook,1,19,0
1469,6,87,426,Mobile,Facebook,8,28,1
77,6,40,94,Desktop,Facebook,6,35,0
2516,5,12,260,Desktop,Facebook,9,15,1
1547,7,32,107,Desktop,Email,11,3,1
407,33,14,244,Mobile,Email,19,44,0
629,13,62,423,Desktop,GoogleAds,10,13,1
3367,1,14,335,Mobile,Instagram,3,16,0
1594,13,30,23,Mobile,GoogleAds,11,34,1
1173,27,27,361,Desktop,Facebook,11,34,1
739,7,9,271,Desktop,Instagram,7,48,1
565,3,56,474,Desktop,GoogleAds,19,44,0
1962,25,70,140,Mobile,Instagram,13,31,1
2838,33,32,466,Desktop,Email,6,9,1
1761,17,6,454,Desktop,Facebook,2,28,0
2951,14,4,384,Tablet,Instagram,18,11,1
2667,37,89,82,Tablet,Organic,13,8,1
2805,23,79,377,Tablet,Facebook,18,25,1
2339,24,56,498,Desktop,Email,9,20,1
2718,29,71,438,Mobile,Email,11,0,1
2981,38,85,344,Tablet,GoogleAds,17,35,1
1005,27,97,422,Mobile,Organic,18,18,1
1969,38,39,156,Tablet,Instagram,17,5,1
1611,23,27,335,Tablet,GoogleAds,12,46,1
2803,31,35,19,Mobile,Email,16,17,1
1490,36,55,69,Tablet,Instagram,5,36,1
2144,17,46,448,Mobile,Email,15,7,1
1112,37,70,132,Desktop,Email,17,10,1
3286,3,39,256,Desktop,Organic,8,4,1
2848,36,58,209,Mobile,Facebook,12,20,1
3418,5,42,10,Mobile,Instagram,3,39,0
3335,15,91,140,Desktop,Organic,12,42,1
2361,6,65,453,Mobile,Email,2,20,0
1413,10,8,135,Desktop,Email,3,19,0
2187,32,5,255,Desktop,Organic,18,41,1
2653,23,64,300,Mobile,Instagram,0,8,0
1309,17,2,407,Tablet,Email,0,1,0
1732,20,73,258,Mobile,Instagram,8,48,1
2615,15,36,94,Desktop,Organic,2,3,0
908,22,86,372,Tablet,Email,2,25,0
1216,6,32,241,Tablet,GoogleAds,17,11,1
3349,4,8,237,Desktop,GoogleAds,1,18,0
3403,23,52,165,Tablet,Email,10,18,1
1545,19,76,325,Tablet,Facebook,8,18,1
87,31,91,148,Mobile,Email,1,28,0
2841,3,50,218,Desktop,Email,19,38,1
3420,28,70,428,Tablet,Email,3,44,0
2731,3,25,108,Desktop,Organic,8,33,1
1542,14,15,231,Mobile,Email,13,7,1
247,18,39,70,Mobile,Email,18,5,0
1167,27,89,221,Mobile,Organic,15,31,1
2006,10,50,74,Tablet,Email,13,27,1
1225,15,38,179,Mobile,GoogleAds,14,10,1
3437,19,54,80,Desktop,GoogleAds,17,27,1
287,9,95,354,Mobile,Email,14,31,0
3099,4,35,159,Tablet,Organic,18,40,1
533,15,64,356,Mobile,Email,8,7,0
189,8,84,169,Tablet,Email,15,19,0
132,1,76,314,Desktop,Instagram,16,23,0
1279,7,89,389,Mobile,Facebook,9,26,1
1767,31,44,161,Mobile,Organic,4,46,1
3454,18,8,427,Desktop,Facebook,8,10,1
3132,12,36,403,Desktop,Instagram,13,46,1
1104,30,86,32,Tablet,Facebook,9,22,1
489,33,0,121,Mobile,Email,0,21,0
3100,7,65,215,Mobile,GoogleAds,19,4,1
1807,28,62,3,Mobile,Organic,2,47,0
2141,3,42,385,Mobile,Organic,15,33,1
3236,6,27,228,Desktop,Email,4,30,1
2622,31,99,425,Mobile,Facebook,12,46,1
2676,38,30,476,Mobile,Organic,4,36,1
2414,15,68,48,Mobile,Instagram,10,46,1
825,7,88,167,Tablet,Instagram,16,25,1
2704,30,7,389,Tablet,Facebook,2,22,0
452,27,33,333,Tablet,Instagram,5,42,0
3150,17,48,11,Desktop,GoogleAds,15,37,1
2580,18,95,238,Desktop,Email,19,37,1
152,22,57,278,Desktop,Organic,1,31,0
201,26,74,241,Mobile,Email,4,4,0
1420,27,46,471,Mobile,Facebook,18,24,1
387,24,24,192,Desktop,Email,19,32,0
2638,8,2,12,Tablet,Organic,10,6,1
544,21,44,53,Mobile,Organic,17,15,0
1726,29,51,55,Tablet,Facebook,2,48,0
3374,21,95,309,Mobile,Organic,11,28,1
1042,3,98,21,Mobile,Instagram,12,14,1
3352,31,95,19,Tablet,Email,19,19,1
1420,27,33,453,Desktop,GoogleAds,19,21,1
2150,27,68,344,Tablet,GoogleAds,8,9,1
1999,9,91,350,Desktop,GoogleAds,8,7,1
2586,33,91,456,Desktop,Facebook,6,31,1
1187,33,7,322,Mobile,GoogleAds,0,27,0
414,26,26,315,Mobile,Email,0,8,0
2897,28,79,433,Mobile,Organic,18,30,1
1182,31,62,482,Desktop,Instagram,2,22,0
898,1,81,59,Desktop,GoogleAds,6,18,1
3348,20,24,151,Tablet,GoogleAds,11,31,1
431,12,57,259,Mobile,GoogleAds,15,9,0
1651,17,47,440,Mobile,Instagram,12,19,1
481,15,0,372,Desktop,Email,17,34,0
2950,34,7,58,Mobile,GoogleAds,16,30,1
556,16,20,216,Desktop,Organic,8,10,0
640,4,97,62,Tablet,Facebook,13,42,1
3584,8,87,146,Tablet,Instagram,4,39,1
1047,34,89,445,Mobile,Email,10,9,1
2835,25,77,382,Tablet,Organic,19,8,1
1839,15,28,239,Mobile,Instagram,5,41,1
373,28,29,293,Mobile,Instagram,5,9,0
2176,9,2,182,Desktop,Facebook,7,49,1
3319,2,6,369,Desktop,Facebook,0,36,0
555,17,99,95,Mobile,Email,8,36,0
3250,10,10,78,Tablet,GoogleAds,9,6,1
2579,9,31,449,Tablet,Facebook,16,19,1
643,31,58,142,Mobile,Email,2,19,0
1946,2,11,105,Mobile,Instagram,12,7,1
1690,24,78,261,Tablet,GoogleAds,7,16,1
972,19,37,95,Tablet,Organic,19,37,1
3015,17,23,223,Desktop,Instagram,13,24,1
892,10,64,478,Desktop,Email,19,12,1
2837,28,17,484,Tablet,Organic,7,44,1
880,38,45,190,Desktop,Instagram,18,12,1
525,28,55,129,Desktop,Facebook,12,47,0
2995,1,62,319,Mobile,Email,5,1,1
1430,3,6,195,Desktop,Organic,3,36,0
875,15,65,20,Desktop,Facebook,5,41,1
2163,10,39,299,Mobile,Organic,19,41,1
1118,21,53,240,Tablet,GoogleAds,1,10,0
223,37,30,235,Desktop,GoogleAds,9,19,0
3202,15,96,85,Desktop,Email,10,8,1
3213,23,51,94,Tablet,Organic,10,44,1
2907,14,93,42,Desktop,GoogleAds,2,44,0
2254,15,30,364,Tablet,Instagram,10,28,1
28,10,33,350,Mobile,Instagram,7,33,0
651,9,6,453,Tablet,GoogleAds,16,4,1
3093,39,88,74,Tablet,GoogleAds,0,30,0
1114,5,15,472,Tablet,Email,15,25,1
339,25,21,365,Mobile,Email,19,36,0
875,26,99,115,Tablet,Instagram,6,43,1
783,8,52,423,Tablet,Facebook,7,19,1
401,22,90,190,Mobile,Organic,12,7,0
646,25,16,432,Desktop,Facebook,4,5,1
2364,12,3,125,Desktop,Email,17,17,1
3348,9,60,6,Tablet,Facebook,11,7,1
3528,10,98,458,Mobile,Email,15,24,1
3522,10,85,379,Mobile,Facebook,2,1,0
2952,9,51,42,Tablet,Instagram,11,27,1
2709,26,34,58,Tablet,Email,18,41,1
2898,35,43,427,Desktop,Instagram,19,24,1
1035,27,14,10,Desktop,Facebook,17,19,1
2577,31,60,89,Tablet,GoogleAds,7,5,1
1684,19,43,334,Mobile,GoogleAds,12,36,1
2693,38,20,111,Tablet,Organic,7,15,1
3390,6,76,39,Mobile,GoogleAds,9,34,1
749,15,46,397,Desktop,Organic,13,35,1
1555,29,74,459,Tablet,Facebook,14,0,1
478,5,48,167,Mobile,Organic,14,13,0
2269,14,52,11,Desktop,Organic,5,13,1
1145,2,26,110,Tablet,Organic,13,23,1
1041,23,30,497,Tablet,Instagram,5,18,1
2861,19,43,16,Desktop,Organic,0,37,0
2534,24,31,33,Tablet,Email,9,43,1
883,20,29,233,Desktop,Facebook,18,17,1
469,27,17,489,Mobile,Instagram,10,8,0
2310,24,62,188,Tablet,Email,2,12,0
1559,17,15,224,Desktop,Facebook,5,44,1
761,25,34,59,Desktop,Instagram,8,18,1
1471,31,61,458,Mobile,Facebook,8,9,1
1787,28,8,51,Tablet,GoogleAds,3,37,0
3038,28,61,271,Desktop,Facebook,2,2,0
863,22,38,464,Desktop,GoogleAds,19,47,1
2293,5,50,43,Desktop,GoogleAds,18,40,1
1339,8,9,27,Tablet,Facebook,10,16,1
487,38,51,56,Tablet,GoogleAds,18,22,0
2736,28,11,121,Mobile,Instagram,16,26,1
3101,12,71,113,Mobile,GoogleAds,7,8,1
2273,25,61,316,Mobile,Organic,5,4,1
2912,38,2,115,Tablet,Instagram,4,18,1
144,15,82,109,Desktop,Instagram,7,28,0
2962,34,10,480,Tablet,Instagram,7,14,1
1162,13,7,454,Tablet,Organic,2,41,0
419,8,89,175,Tablet,Organic,18,35,0
1455,13,22,112,Mobile,Organic,15,11,1
1327,36,9,100,Desktop,Organic,9,13,1
1279,6,17,8,Tablet,Organic,2,14,0
1589,38,75,447,Mobile,Email,8,30,1
95,32,38,473,Tablet,Email,7,4,0
2613,21,25,135,Desktop,Organic,7,43,1
1875,7,10,251,Mobile,Instagram,7,2,1
3456,26,9,337,Tablet,GoogleAds,19,46,1
1479,15,2,240,Mobile,GoogleAds,6,29,1
387,23,61,222,Desktop,Email,13,46,0
3471,38,70,386,Desktop,Organic,16,11,1
1690,15,60,145,Mobile,Facebook,11,14,1
1084,16,3,377,Tablet,GoogleAds,4,37,1
251,32,60,4,Desktop,GoogleAds,1,27,0
3375,37,7,282,Desktop,Instagram,14,48,1
929,18,12,334,Tablet,GoogleAds,10,22,1
1596,20,11,328,Mobile,Email,14,46,1
2323,2,34,197,Mobile,Organic,12,14,1
3201,23,53,389,Tablet,Organic,18,10,1
2769,30,50,128,Desktop,GoogleAds,11,29,1
1281,3,42,261,Desktop,Facebook,14,11,1
79,39,99,91,Tablet,Email,11,18,0
2114,1,65,325,Tablet,GoogleAds,17,31,1
1415,22,14,259,Mobile,Email,3,0,0
2096,29,48,422,Mobile,Facebook,10,15,1
2017,14,33,94,Tablet,Email,14,10,1
810,28,38,257,Desktop,Email,4,30,1
3524,21,25,136,Mobile,Email,4,32,1
1051,32,68,13,Tablet,Organic,19,35,1
2789,6,47,468,Desktop,Facebook,9,29,1
834,1,88,198,Mobile,Organic,9,37,1
765,21,50,498,Tablet,Instagram,5,3,1
2409,4,97,178,Tablet,GoogleAds,5,24,1
2005,3,3,112,Desktop,Organic,5,33,1
1849,30,97,264,Desktop,Email,6,16,1
1331,31,26,414,Tablet,Instagram,17,32,1
2340,34,41,369,Desktop,Facebook,3,29,0
1619,19,55,424,Tablet,Facebook,13,12,1
119,20,92,79,Desktop,Organic,10,11,0
1026,23,68,378,Desktop,Email,6,31,1
3261,25,17,256,Mobile,Email,17,22,1
1971,15,60,74,Mobile,Facebook,19,28,1
2601,38,3,383,Desktop,Email,1,33,0
1779,23,0,161,Tablet,GoogleAds,1,18,0
34,2,49,201,Desktop,Organic,6,11,0
852,15,83,369,Mobile,Organic,10,3,1
2848,35,69,308,Tablet,Email,17,24,1
747,10,19,377,Desktop,Facebook,19,25,1
2114,14,19,33,Desktop,GoogleAds,6,17,1
189,27,45,73,Desktop,GoogleAds,19,29,0
241,14,26,462,Desktop,GoogleAds,4,33,0
1927,35,25,352,Mobile,Instagram,1,32,0
352,33,31,293,Mobile,Email,13,30,0
486,1,9,198,Mobile,GoogleAds,6,30,0
1832,34,81,325,Mobile,Email,9,12,1
2633,19,11,388,Tablet,Facebook,17,23,1
464,24,73,316,Tablet,Facebook,7,4,0
1265,4,87,240,Tablet,Facebook,15,0,1
298,36,23,464,Desktop,Instagram,13,33,0
1246,13,50,74,Tablet,Facebook,8,45,1
2315,32,37,31,Mobile,Email,5,8,1
539,9,45,479,Mobile,Organic,6,7,0
2744,39,88,14,Desktop,Organic,8,42,1
2986,16,7,205,Tablet,Email,6,35,1
2286,3,54,316,Desktop,Organic,8,28,1
3307,20,77,68,Desktop,GoogleAds,6,34,1
605,10,30,128,Tablet,Organic,11,4,1
444,22,87,494,Desktop,Instagram,16,45,0
891,3,15,26,Tablet,Facebook,19,9,1
3078,11,19,408,Tablet,Organic,11,37,1
1791,25,37,184,Desktop,Organic,4,9,1
411,8,14,137,Mobile,Instagram,17,10,0
2679,9,77,291,Tablet,Instagram,4,7,1
2145,15,75,106,Mobile,Organic,4,3,1
2641,32,33,463,Mobile,GoogleAds,6,17,1
1575,3,71,24,Tablet,Organic,2,19,0
318,4,18,415,Mobile,GoogleAds,0,45,0
2963,30,68,339,Desktop,Facebook,5,2,1
352,13,90,450,Desktop,Email,6,43,0
445,21,62,194,Mobile,Facebook,7,14,0
186,19,76,169,Desktop,Organic,13,7,0
148,39,31,36,Tablet,Organic,14,45,0
203,22,94,101,Tablet,GoogleAds,6,5,0
3267,20,36,34,Mobile,Instagram,6,45,1
3299,37,65,377,Desktop,GoogleAds,0,35,0
3245,31,6,39,Mobile,Instagram,8,19,1
1194,10,47,211,Desktop,Instagram,6,31,1
952,18,10,230,Tablet,Instagram,19,5,1
534,39,74,279,Desktop,Instagram,6,15,0
1634,20,86,80,Desktop,Organic,17,48,1
3123,18,30,238,Mobile,Email,13,1,1
2972,11,43,172,Tablet,Email,14,17,1
2267,22,44,326,Desktop,Facebook,17,44,1
750,18,71,442,Tablet,Facebook,9,25,1
871,34,55,59,Desktop,Facebook,2,19,0
3356,23,31,410,Tablet,GoogleAds,10,15,1
963,1,20,22,Desktop,Facebook,0,20,0
1312,10,30,365,Tablet,Facebook,1,44,0
1284,1,0,367,Desktop,Facebook,15,13,1
3391,38,76,344,Tablet,Organic,2,17,0
1753,39,10,238,Desktop,Facebook,16,7,1
2890,9,92,296,Desktop,Email,2,4,0
2197,31,67,341,Tablet,Organic,10,23,1
801,7,35,94,Mobile,Instagram,3,40,0
555,17,78,244,Desktop,GoogleAds,6,46,0
1854,35,58,11,Desktop,Organic,15,28,1
1026,37,66,117,Mobile,Organic,16,8,1
1937,18,55,265,Desktop,Email,10,41,1
1563,33,50,12,Tablet,Facebook,3,17,0
66,4,28,154,Mobile,Instagram,2,45,0
2169,23,84,38,Desktop,Email,15,17,1
14,11,1,499,Tablet,Email,1,47,0
3491,9,5,131,Tablet,Organic,4,27,1
1447,30,30,382,Mobile,Instagram,17,36,1
3263,8,53,225,Mobile,Email,2,9,0
3094,5,87,143,Mobile,GoogleAds,1,19,0
1372,12,39,431,Tablet,GoogleAds,1,37,0
1830,1,16,389,Desktop,Email,1,40,0
1292,15,4,54,Tablet,Organic,15,22,1
2147,25,1,24,Tablet,GoogleAds,0,47,0
2673,18,57,395,Mobile,Organic,18,42,1
2948,38,11,121,Desktop,Facebook,18,19,1
2755,26,4,119,Tablet,Facebook,8,22,1
1283,3,59,161,Mobile,Organic,19,49,1
3336,22,40,471,Mobile,Email,8,4,1
2955,26,19,74,Desktop,Facebook,10,26,1
3028,19,71,185,Desktop,Facebook,0,8,0
1141,39,0,436,Mobile,GoogleAds,18,42,1
677,36,55,192,Desktop,Email,16,40,1
2651,21,69,427,Desktop,Organic,5,35,1
2646,26,55,220,Tablet,Facebook,0,39,0
2542,13,53,487,Desktop,Email,17,36,1
3039,36,10,121,Mobile,Facebook,8,2,1
3029,24,2,209,Desktop,GoogleAds,0,35,0
1291,26,94,384,Tablet,Email,3,47,0
2696,21,27,300,Desktop,Instagram,17,44,1
1006,18,4,346,Tablet,GoogleAds,16,34,1
1936,15,89,473,Desktop,Organic,19,35,1
291,15,15,164,Desktop,Email,18,28,0
3043,6,30,268,Mobile,Facebook,13,32,1
3169,31,27,440,Mobile,Email,6,25,1
1237,28,6,3,Desktop,Organic,8,7,1
2073,8,8,50,Desktop,Email,19,8,1
3232,29,38,413,Tablet,Facebook,8,21,1
945,21,98,364,Tablet,GoogleAds,14,4,1
263,17,42,472,Mobile,GoogleAds,10,43,0
1221,24,26,211,Desktop,Facebook,6,40,1
338,36,75,461,Desktop,Instagram,5,35,0
2601,31,88,16,Tablet,Instagram,8,31,1
2840,34,92,168,Desktop,GoogleAds,3,29,0
3054,2,94,283,Desktop,Organic,16,48,1
1430,3,97,379,Desktop,Email,5,43,1
1550,30,32,326,Tablet,Facebook,16,44,1
3540,8,90,298,Tablet,Organic,13,42,1
3411,7,55,185,Tablet,Email,4,16,1
2902,12,1,138,Desktop,GoogleAds,17,29,1
1202,19,13,125,Tablet,Facebook,7,46,1
1726,26,12,422,Mobile,Organic,9,8,1
2423,28,23,392,Mobile,Email,10,3,1
1211,15,68,402,Tablet,GoogleAds,2,11,0
664,14,33,480,Tablet,GoogleAds,1,34,0
1395,14,86,401,Desktop,Email,13,19,1
769,3,18,58,Tablet,Instagram,3,16,0
2696,29,29,362,Tablet,Instagram,16,21,1
1808,6,48,66,Mobile,Email,16,6,1
1073,23,42,428,Mobile,Email,8,38,1
2981,28,15,340,Mobile,Email,8,43,1
425,14,51,202,Mobile,GoogleAds,2,41,0
3436,14,97,9,Tablet,Facebook,3,7,0
264,20,48,432,Mobile,GoogleAds,1,8,0
1176,13,10,423,Desktop,GoogleAds,13,45,1
1886,27,77,105,Desktop,Instagram,19,5,1
2767,35,46,89,Tablet,Email,7,18,1
2634,2,78,89,Desktop,GoogleAds,17,21,1
909,24,34,344,Mobile,GoogleAds,3,46,0
2068,29,70,6,Mobile,Email,7,19,1
35,3,28,158,Desktop,Facebook,6,19,0
3014,4,53,379,Tablet,Instagram,14,26,1
430,2,85,330,Mobile,Organic,14,26,0
1254,20,22,103,Mobile,GoogleAds,1,6,0
1886,15,23,223,Desktop,Facebook,3,23,0
2553,32,98,402,Tablet,Organic,8,7,1
1270,1,9,171,Tablet,Email,6,2,1
2294,38,60,33,Desktop,Organic,17,10,1
1018,35,7,181,Mobile,Email,11,35,1
228,7,47,184,Desktop,Facebook,13,1,0
1520,13,75,403,Desktop,Organic,6,0,1
1969,1,92,87,Desktop,Instagram,5,6,1
2518,14,28,69,Mobile,Facebook,18,23,1
672,29,86,380,Mobile,Organic,18,11,1
2692,3,25,26,Desktop,GoogleAds,14,7,1
3225,24,36,413,Tablet,Organic,18,12,1
999,1,95,408,Desktop,Organic,11,5,1
198,10,51,6,Mobile,Instagram,1,38,0
264,13,37,256,Tablet,Facebook,10,23,0
77,36,5,182,Tablet,GoogleAds,12,23,0
625,9,7,295,Mobile,Facebook,3,37,0
2393,14,16,260,Mobile,Facebook,0,43,0
2728,36,75,384,Desktop,GoogleAds,1,6,0
2878,10,61,314,Mobile,GoogleAds,13,9,1
883,23,85,304,Tablet,Instagram,17,29,1
3490,35,77,316,Desktop,Email,10,38,1
2357,7,33,234,Desktop,Instagram,10,23,1
1635,35,18,282,Tablet,GoogleAds,18,26,1
366,2,69,207,Mobile,Organic,16,29,0
265,15,81,77,Desktop,Organic,16,14,0
1017,9,99,168,Tablet,Facebook,1,1,0
2410,17,36,342,Tablet,Facebook,1,7,0
1765,39,37,379,Tablet,Email,12,16,1
2581,18,14,461,Mobile,Email,5,47,1
3007,15,39,56,Mobile,Email,14,12,1
2813,18,8,295,Mobile,Email,10,17,1
293,24,52,81,Mobile,Organic,3,20,0
3393,23,69,484,Tablet,GoogleAds,18,35,1
108,12,65,167,Desktop,Email,13,11,0
206,23,79,176,Tablet,Instagram,17,42,0
2539,21,51,281,Desktop,Email,16,1,1
887,26,0,418,Desktop,Organic,7,19,1
3307,8,29,383,Desktop,Facebook,12,22,1
1878,30,96,149,Mobile,Instagram,14,20,1
2672,34,0,256,Tablet,Email,10,30,1
2675,2,38,281,Desktop,Organic,15,15,1
1398,5,15,345,Tablet,Facebook,17,12,1
2425,31,16,278,Mobile,Email,11,3,1
579,33,81,279,Desktop,Organic,11,1,0
2647,4,21,409,Mobile,Organic,5,49,1
3156,6,85,206,Mobile,GoogleAds,5,0,1
1075,23,98,462,Tablet,Organic,3,25,0
431,19,30,410,Desktop,Email,0,29,0
2893,8,39,488,Mobile,Organic,16,37,1
1214,39,26,30,Tablet,Instagram,3,19,0
554,13,35,218,Desktop,Organic,16,24,0
80,1,3,422,Desktop,Organic,4,18,0
3186,6,68,470,Mobile,Instagram,8,26,1
1233,7,24,231,Mobile,Email,5,9,1
3182,27,94,359,Mobile,Facebook,11,40,1
777,15,77,162,Mobile,GoogleAds,16,16,1
2364,34,29,217,Desktop,Facebook,9,46,1
1716,23,46,228,Mobile,Email,1,1,0
2434,24,11,333,Mobile,Email,0,16,0
664,15,26,221,Mobile,Instagram,12,6,1
2735,35,44,234,Desktop,Facebook,0,15,0
2456,4,87,73,Tablet,Organic,12,48,1
1806,37,62,399,Tablet,Instagram,2,26,0
230,17,54,95,Desktop,Instagram,10,0,0
191,31,29,428,Tablet,GoogleAds,15,21,0
316,38,81,475,Desktop,Instagram,17,21,0
2579,10,13,95,Mobile,Facebook,1,26,0
1429,27,55,394,Tablet,Email,17,15,1
1023,6,18,243,Desktop,GoogleAds,16,35,1
2061,6,85,373,Desktop,Organic,0,15,0
2920,15,25,293,Mobile,Facebook,3,23,0
857,4,70,263,Desktop,Organic,19,34,1
813,7,91,124,Tablet,Instagram,5,32,1
3362,26,37,288,Mobile,Facebook,4,16,1
224,31,68,267,Desktop,GoogleAds,19,4,0
3029,2,35,432,Mobile,GoogleAds,8,34,1
1453,28,17,109,Desktop,Organic,3,18,0
110,13,56,348,Tablet,Email,4,42,0
3020,18,77,452,Tablet,GoogleAds,7,46,1
582,30,22,48,Mobile,Organic,16,33,0
1342,11,13,301,Desktop,Email,14,31,1
667,13,95,95,Mobile,Facebook,19,24,1
2996,24,68,477,Mobile,GoogleAds,12,21,1
1543,29,21,33,Tablet,GoogleAds,14,38,1
3144,5,27,118,Mobile,Organic,3,49,0
1666,35,42,132,Desktop,GoogleAds,17,26,1
235,19,75,251,Tablet,Organic,18,32,0
114,13,17,303,Desktop,GoogleAds,7,7,0
2007,5,99,122,Mobile,Organic,13,29,1
781,14,94,218,Tablet,GoogleAds,0,47,0
3506,38,76,53,Desktop,Facebook,1,25,0
3336,22,83,126,Desktop,Facebook,19,14,1
438,9,35,159,Mobile,Organic,2,35,0
443,26,6,159,Desktop,Facebook,15,44,0
1240,5,22,283,Mobile,Organic,2,11,0
3109,29,33,89,Mobile,Organic,5,40,1
2739,22,95,176,Mobile,Instagram,7,44,1
3417,3,20,292,Mobile,Facebook,11,42,1
2645,28,69,433,Tablet,Instagram,4,11,1
3150,38,79,159,Desktop,Instagram,4,3,1
875,14,98,491,Desktop,GoogleAds,2,2,0
2803,14,46,249,Tablet,Organic,3,36,0
3594,11,52,357,Mobile,Email,4,37,1
3248,9,83,122,Mobile,Instagram,2,31,0
2921,38,40,237,Mobile,GoogleAds,9,25,1
2425,6,74,428,Mobile,Facebook,18,3,1
260,1,31,125,Tablet,Email,7,0,0
2916,25,13,315,Desktop,Organic,5,4,1
865,16,87,279,Mobile,GoogleAds,6,1,1
1203,15,94,355,Mobile,Email,5,45,1
3171,34,16,324,Mobile,Organic,12,10,1
570,17,24,92,Desktop,Organic,12,8,0
1479,3,63,426,Desktop,Email,4,7,1
2351,3,72,105,Tablet,GoogleAds,5,38,1
928,37,85,42,Desktop,Email,9,14,1
1183,17,47,397,Desktop,Instagram,19,8,1
3213,38,34,129,Mobile,Organic,9,41,1
442,1,36,460,Desktop,Facebook,15,49,0
2116,7,54,491,Mobile,Email,17,29,1
978,26,16,53,Tablet,Email,2,28,0
845,39,27,168,Mobile,Organic,0,24,0
2256,19,0,90,Tablet,Organic,2,21,0
2272,30,52,247,Desktop,Email,18,33,1
907,14,72,174,Tablet,Facebook,0,21,0
481,13,54,494,Mobile,Organic,7,45,0
256,20,60,372,Desktop,Organic,18,29,0
2439,26,12,87,Desktop,Instagram,3,9,0
1000,27,46,369,Mobile,GoogleAds,15,4,1
3320,25,63,150,Desktop,Instagram,4,4,1
936,9,31,249,Mobile,Facebook,4,1,1
3448,12,27,115,Tablet,GoogleAds,1,29,0
1201,10,52,180,Tablet,Email,5,21,1
2617,6,30,120,Desktop,Facebook,6,12,1
1084,34,7,28,Mobile,Facebook,14,38,1
1844,19,71,309,Mobile,Instagram,9,24,1
698,6,97,117,Tablet,GoogleAds,9,26,1
2437,2,86,191,Mobile,Facebook,18,46,1
2531,15,73,145,Desktop,GoogleAds,15,26,1
3161,17,24,320,Desktop,Email,8,20,1
2754,16,32,262,Tablet,GoogleAds,7,30,1
3448,28,67,142,Mobile,Instagram,18,14,1
1494,21,6,114,Desktop,Instagram,0,37,0
2968,8,96,384,Desktop,Facebook,16,38,1
3533,10,65,273,Desktop,GoogleAds,17,35,1
3545,10,45,38,Mobile,Instagram,14,35,1
969,10,95,197,Tablet,Organic,5,0,1
487,9,4,13,Tablet,Instagram,16,10,0
3061,28,16,112,Desktop,Email,17,4,1
2983,24,75,437,Tablet,Organic,18,33,1
3501,19,51,137,Desktop,GoogleAds,1,36,0
716,33,11,172,Desktop,Facebook,6,4,1
3295,4,61,127,Mobile,Organic,16,19,1
3450,3,34,362,Desktop,Instagram,14,44,1
2911,12,61,410,Desktop,Facebook,15,43,1
1147,18,20,333,Mobile,Facebook,16,41,1
3074,23,84,19,Mobile,Facebook,2,12,0
763,20,65,432,Tablet,Facebook,9,8,1
2560,6,52,465,Mobile,GoogleAds,5,4,1
1669,34,20,208,Desktop,GoogleAds,1,37,0
2874,2,14,158,Mobile,GoogleAds,10,31,1
597,30,74,160,Mobile,Instagram,7,29,0
1344,9,73,334,Tablet,GoogleAds,13,48,1
1502,27,81,240,Mobile,Facebook,11,27,1
1857,34,22,376,Desktop,Organic,19,36,1
2765,24,30,79,Desktop,Organic,6,27,1
3125,17,53,332,Desktop,Organic,17,42,1
3496,29,54,357,Mobile,Organic,4,5,1
3327,36,25,331,Mobile,Organic,5,40,1
3165,12,52,197,Desktop,Email,12,43,1
216,31,65,120,Mobile,Organic,1,28,0
2208,9,38,248,Tablet,Organic,18,3,1
2725,19,6,139,Tablet,Organic,7,17,1
2585,17,87,226,Tablet,Instagram,10,14,1
174,2,38,83,Tablet,Email,15,24,0
2974,5,31,410,Desktop,Organic,0,3,0
2008,39,25,26,Mobile,GoogleAds,15,13,1
3226,16,86,128,Tablet,Instagram,11,49,1
3067,17,77,401,Desktop,Email,16,16,1
2094,27,28,223,Tablet,GoogleAds,8,33,1
342,7,24,339,Mobile,GoogleAds,5,18,0
412,8,55,44,Tablet,Instagram,6,28,0
423,8,30,84,Tablet,GoogleAds,12,21,0
54,23,65,407,Tablet,Facebook,16,13,0
3483,32,1,25,Tablet,Instagram,9,35,1
2263,18,86,220,Mobile,Instagram,10,1,1
71,38,46,293,Desktop,Facebook,13,44,0
2477,12,74,204,Tablet,Instagram,16,6,1
877,15,28,368,Desktop,GoogleAds,15,27,1
1501,28,98,193,Mobile,GoogleAds,4,7,1
2877,38,48,2,Mobile,GoogleAds,17,28,1
28,31,72,202,Tablet,Facebook,10,9,0
374,9,31,354,Desktop,GoogleAds,9,20,0
3381,8,29,32,Tablet,Facebook,5,34,1
3088,19,14,89,Mobile,Facebook,9,3,1
2485,8,61,202,Tablet,Facebook,10,20,1
1150,34,77,439,Tablet,Instagram,0,37,0
589,4,16,178,Desktop,Email,4,24,0
3588,31,21,193,Mobile,Facebook,1,19,0
555,38,29,160,Tablet,GoogleAds,10,6,0
1739,3,80,293,Tablet,Facebook,13,6,1
2382,35,15,204,Tablet,Organic,12,31,1
64,19,51,241,Desktop,Instagram,10,31,0
787,29,7,115,Mobile,GoogleAds,5,21,1
3049,10,63,210,Tablet,Instagram,1,48,0
51,12,38,222,Tablet,Instagram,18,24,0
1330,30,30,397,Tablet,Organic,8,5,1
