EmployeeID,Age,Gender,Department,JobRole,EducationLevel,MaritalStatus,YearsAtCompany,YearsInCurrentRole,MonthlyIncome,SalaryHikePercent,TrainingHoursLastYear,PerformanceRating,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,Overtime,RemoteWork,BusinessTravel,AbsentDaysLastYear,ProjectsHandled,ManagerFeedbackScore,PromotionLast3Years,EmployeeAttrition
EMP_105831,39,Male,Engineering,Administrator,Master,Single,1,4,105375.05,16.14,12,4.93,1.0,2.28,2.63,Yes,Yes,Rarely,4,8,3.89,No,Yes
EMP_127518,47,Female,Engineering,Manager,MBA,Single,16,8,90598.59,19.79,22,4.18,1.95,2.29,4.35,No,Yes,Non-Travel,5,9,2.76,No,No
EMP_107534,32,Female,Finance,Executive,Diploma,Single,23,1,57998.31,16.0,19,3.01,3.49,2.29,2.94,Yes,No,Rarely,12,6,3.58,No,Yes
EMP_118524,31,Female,HR,Consultant,PhD,Married,15,12,72110.34,12.21,15,4.19,5.0,3.79,3.64,No,No,Non-Travel,4,3,3.16,No,No
EMP_113851,42,Female,engineering,Developer,Master,Married,16,8,67835.0,0.0,14,3.02,2.88,2.43,1.75,Yes,No,Frequently,4,2,5.0,No,Yes
EMP_108589,21,Male,HR,Consultant,MBA,Married,4,11,107006.74,14.03,20,3.41,,2.3,4.05,No,No,Non-Travel,6,2,3.79,No,No
EMP_102385,32,Male,Sales,Analyst,Diploma,Single,2,11,61876.12,18.13,17,3.1,2.82,3.56,2.65,No,No,Rarely,12,7,4.55,No,Yes
EMP_115102,46,Female,Operations,Analyst,MBA,Divorced,13,6,105192.11,10.88,32,3.67,4.61,4.09,3.6,No,No,Rarely,10,2,3.06,No,No
EMP_107183,48,Male,engineering,Consultant,PhD,Married,20,1,50561.07,6.06,24,3.29,3.03,1.99,4.51,No,No,Rarely,4,6,5.0,No,No
EMP_109579,55,Female,Engineering,Analyst,Diploma,Single,14,11,110017.16,11.05,17,3.62,2.1,3.57,2.91,No,No,Non-Travel,4,5,3.72,No,Yes
EMP_111375,52,Female,Marketing,Executive,PhD,Divorced,18,1,86474.3,18.37,19,4.02,3.46,3.16,2.88,No,Yes,Rarely,5,3,5.0,No,Yes
EMP_104823,47,Female,Sales,Developer,PhD,Married,8,9,40492.43,9.77,12,4.46,1.53,4.15,1.77,Yes,No,Frequently,2,4,3.88,No,Yes
EMP_116596,22,Female,Support,Analyst,Bachelor,Married,11,6,74373.13,9.28,12,3.32,3.63,3.2,2.2,Yes,No,Frequently,9,5,3.52,No,Yes
EMP_104924,48,Male,Operations,Consultant,MBA,Married,7,0,136252.01,8.54,24,3.88,4.5,3.42,4.03,No,Yes,Rarely,6,7,4.23,No,No
EMP_115056,43,Female,Marketing,Developer,MBA,Divorced,10,2,91100.69,4.48,17,4.74,4.49,2.87,2.27,Yes,No,Rarely,7,4,4.45,Yes,No
EMP_101905,45,Female,Operations,Team Lead,MBA,Divorced,9,7,60939.97,8.49,25,4.18,3.47,4.17,3.19,Yes,No,Rarely,7,8,3.44,No,Yes
EMP_104784,24,Female,Engineering,Administrator,Diploma,Divorced,24,10,85533.5,8.65,24,4.33,3.6,2.89,2.09,Yes,No,Non-Travel,5,9,3.47,No,No
EMP_102515,22,Female,HR,Developer,Diploma,Married,6,5,26987.02,16.26,12,4.2,3.24,2.7,1.45,Yes,Yes,Rarely,4,4,4.34,No,Yes
EMP_100180,52,Female,Finance,Consultant,MBA,Divorced,6,3,126018.96,7.59,18,4.26,2.6,4.96,2.7,Yes,Yes,Frequently,8,6,3.7,No,Yes
EMP_125430,48,Male,Support,Consultant,Bachelor,Married,15,14,44933.49,14.22,19,4.27,2.24,4.55,4.2,No,No,Non-Travel,6,2,2.96,No,No
EMP_107827,51,Male,Finance,Manager,PhD,Divorced,24,3,88252.39,15.31,22,4.02,1.45,3.77,4.31,No,Yes,Rarely,8,10,2.81,No,Yes
EMP_118443,55,Male,Marketing,Team Lead,PhD,Married,1,1,42950.14,14.64,18,2.15,1.77,3.01,2.33,No,No,Non-Travel,7,4,3.86,No,Yes
EMP_100756,43,Male,Operations,Consultant,MBA,Single,17,4,113104.84,11.83,16,4.1,3.94,4.36,4.84,Yes,Yes,Frequently,8,7,2.82,No,Yes
EMP_105991,27,Female,Support,Team Lead,Master,Single,3,14,62022.6,10.26,12,3.18,3.94,4.91,4.51,Yes,No,Frequently,4,2,2.98,No,Yes
EMP_104130,23,Female,HR,Team Lead,Bachelor,Married,14,9,92990.76,7.6,16,3.54,1.0,1.2,3.43,Yes,No,Frequently,1,6,4.56,Yes,Yes
EMP_111426,27,Male,HR,Executive,MBA,Married,5,2,72167.18,16.18,13,2.61,3.53,3.96,2.41,No,Yes,Frequently,2,4,3.99,No,Yes
EMP_110810,48,Female,Marketing,Consultant,Master,Married,7,14,60342.33,13.58,19,4.65,2.23,3.49,3.02,Yes,No,Frequently,5,7,2.96,No,Yes
EMP_107451,31,Male,Engineering,Executive,Bachelor,Married,11,11,86713.96,14.68,20,3.61,3.66,2.98,1.16,No,No,Frequently,4,5,3.9,No,Yes
EMP_125644,43,Female,HR,Analyst,Master,Married,6,6,41413.1,19.12,16,3.1,1.0,3.91,2.41,Yes,No,Rarely,8,6,4.04,No,Yes
EMP_115990,56,Female,Operations,Analyst,Master,Divorced,7,0,115806.57,1.86,18,4.0,2.61,1.37,3.97,No,No,Frequently,5,5,3.09,No,Yes
EMP_124081,29,Male,Engineering,Manager,Bachelor,Divorced,22,14,118743.47,5.98,28,2.51,3.12,3.64,1.91,No,No,Frequently,9,4,4.46,Yes,Yes
EMP_101611,52,Female,HR,Consultant,Diploma,Married,6,3,75070.82,9.06,18,3.28,1.84,3.33,4.33,Yes,Yes,Frequently,10,1,4.23,No,Yes
EMP_109934,25,Male,Sales,Team Lead,MBA,Married,1,13,15000.0,12.4,16,3.12,2.8,1.35,3.73,No,No,Non-Travel,6,8,3.74,Yes,Yes
EMP_109663,49,Female,Finance,Administrator,PhD,Married,4,8,42853.79,12.66,23,2.77,1.8,4.39,3.71,No,Yes,Frequently,7,2,4.65,Yes,No
EMP_123616,41,Female,Operations,Administrator,MBA,Divorced,15,1,502584.4,8.22,21,3.0,3.58,1.55,2.54,No,Yes,Rarely,6,5,4.58,No,No
EMP_126392,41,Female,Engineering,Administrator,Bachelor,Married,6,8,65760.31,15.69,22,5.0,1.24,2.89,3.43,No,No,Rarely,5,3,2.33,No,No
EMP_116168,54,Male,HR,Developer,Bachelor,Married,5,9,,0.29,21,5.0,1.85,3.16,2.05,No,Yes,Frequently,4,4,3.9,No,Yes
EMP_107641,29,Female,Support,Consultant,PhD,Single,0,13,33586.24,11.24,19,4.53,,3.1,2.61,No,No,Non-Travel,6,5,2.82,No,Yes
EMP_123834,32,Female,HR,Manager,Master,Divorced,1,4,93211.94,10.55,20,2.54,4.06,2.63,4.36,Yes,Yes,Non-Travel,9,6,3.94,No,No
EMP_117434,43,Female,Finance,Consultant,MBA,Single,13,10,62750.55,14.5,33,4.12,2.36,4.18,3.03,No,Yes,frequently,5,6,5.0,No,No
EMP_110933,40,Male,Marketing,Developer,Diploma,Single,7,10,17941.99,13.56,16,4.72,4.41,2.57,3.17,No,Yes,Rarely,1,8,5.0,Yes,No
EMP_127955,48,Female,Finance,Consultant,Master,Divorced,19,12,151021.55,4.52,25,2.78,,3.99,3.55,Yes,Yes,Non-Travel,7,8,3.58,No,No
EMP_119467,48,Male,Finance,Executive,Bachelor,Divorced,1,9,47938.28,22.26,18,4.41,2.69,3.37,2.33,No,Yes,Rarely,8,11,5.0,No,No
EMP_104470,28,Male,HR,Manager,Bachelor,Married,16,11,101002.07,0.0,15,4.05,2.43,3.48,2.94,Yes,Yes,Non-Travel,3,9,3.85,No,Yes
EMP_112376,28,Female,Engineering,Team Lead,Diploma,Single,15,9,91513.35,13.34,21,5.0,1.95,3.56,3.08,No,No,Frequently,3,5,3.46,No,No
EMP_124508,52,Female,Operations,Administrator,Master,Divorced,7,13,101987.78,10.62,26,4.16,2.05,2.94,5.0,No,Yes,Non-Travel,9,5,3.43,No,No
EMP_109397,51,Male,Engineering,Developer,Bachelor,Divorced,9,3,73100.75,15.82,23,4.33,2.86,3.02,2.43,No,No,Frequently,8,5,3.88,No,Yes
EMP_124253,35,Female,Operations,Team Lead,PhD,Divorced,19,3,91961.92,0.95,7,3.62,2.12,,4.72,No,Yes,Non-Travel,7,7,4.52,No,Yes
EMP_102899,29,Male,Sales,Consultant,Diploma,Divorced,15,3,107300.49,11.5,19,4.3,3.1,3.27,4.16,Yes,No,Rarely,6,7,3.78,Yes,Yes
EMP_115927,41,Male,Marketing,Administrator,Diploma,Divorced,13,7,26156.84,4.86,22,3.58,1.93,2.72,2.42,Yes,Yes,Rarely,5,9,2.52,No,Yes
EMP_119176,46,Male,Marketing,Developer,MBA,Divorced,11,14,89610.69,4.75,14,3.24,1.74,2.95,2.87,No,No,Rarely,2,4,4.77,No,No
EMP_100256,53,Female,Support,Analyst,Master,Divorced,19,14,100721.79,12.86,27,3.05,1.0,4.56,2.35,No,No,Non-Travel,6,5,5.0,No,No
EMP_116513,57,Female,HR,Developer,Master,Divorced,8,3,55682.08,15.14,28,2.3,2.83,2.16,3.14,No,Yes,Rarely,8,3,2.94,Yes,No
EMP_126010,41,Female,Marketing,Administrator,MBA,Single,17,8,49211.91,7.02,24,3.07,2.94,,3.54,No,No,Frequently,4,11,3.34,Yes,No
EMP_107355,55,Female,Finance,Team Lead,Bachelor,Single,22,10,76619.36,18.69,19,3.37,4.6,,3.71,Yes,No,Non-Travel,11,3,2.98,No,No
EMP_126394,45,Female,Marketing,Consultant,PhD,Married,10,8,35127.92,6.76,24,2.63,4.71,2.69,4.01,No,No,Rarely,4,4,3.39,Yes,No
EMP_122490,29,Male,Sales,Team Lead,Diploma,Divorced,12,14,87664.56,14.91,19,3.12,2.2,4.04,3.7,Yes,Yes,Rarely,8,6,3.97,No,Yes
EMP_116693,21,Female,engineering,Manager,MBA,Single,20,5,81298.23,5.2,30,2.78,2.52,4.49,3.81,No,Yes,Non-Travel,1,7,2.84,No,No
EMP_121895,43,Male,Sales,Analyst,MBA,Single,6,11,85276.27,1.19,17,2.33,2.43,4.3,3.03,No,No,Rarely,2,4,3.9,Yes,No
EMP_113135,49,Female,Marketing,Developer,MBA,Single,24,7,98966.64,9.83,22,4.08,3.41,3.58,4.37,No,No,Rarely,2,7,2.8,No,Yes
EMP_106182,57,Male,Sales,Consultant,MBA,Divorced,7,2,,12.77,19,3.48,2.59,3.51,2.69,No,Yes,Non-Travel,4,8,3.64,Yes,No
EMP_117650,51,Female,Sales,Developer,MBA,Divorced,21,12,35254.18,10.03,21,2.47,,2.13,3.78,Yes,No,Frequently,9,2,5.0,No,Yes
EMP_116154,28,Female,Engineering,Developer,MBA,Married,17,8,139047.73,10.99,19,3.85,2.46,3.16,3.39,No,No,Rarely,8,4,4.22,No,No
EMP_107350,52,Male,HR,Team Lead,MBA,Married,2,0,114739.15,18.11,26,2.73,2.42,4.79,3.68,Yes,Yes,Non-Travel,6,6,2.92,Yes,Yes
EMP_121815,57,Female,Sales,Developer,Bachelor,Married,15,6,142265.32,16.1,25,3.29,4.9,4.9,2.65,No,No,Rarely,2,6,2.48,Yes,Yes
EMP_115897,55,Male,Marketing,Consultant,MBA,Married,0,14,37779.68,10.54,21,2.38,3.21,1.69,3.49,No,No,Rarely,7,7,4.19,No,No
EMP_115913,58,Male,Support,Executive,MBA,Divorced,12,7,92860.4,9.51,23,4.91,3.46,3.18,4.43,Yes,No,Non-Travel,4,7,2.78,No,Yes
EMP_126011,38,Female,Engineering,Executive,MBA,Single,21,3,15000.0,15.81,19,3.75,3.16,4.55,3.22,No,No,Frequently,14,5,4.6,No,No
EMP_119610,35,Male,Operations,Analyst,MBA,Married,21,9,64126.07,12.05,19,4.73,2.63,4.81,4.52,No,Yes,Rarely,11,2,4.03,No,No
EMP_116447,29,Male,Sales,Developer,Master,Divorced,2,6,161386.51,14.88,10,2.63,2.35,3.63,1.55,No,No,Non-Travel,11,6,3.1,No,No
EMP_104929,33,Female,Sales,Developer,MBA,Married,4,5,87894.17,11.73,18,3.93,1.18,4.55,3.48,No,No,Rarely,3,8,3.53,No,Yes
EMP_107644,27,Female,Engineering,Consultant,Bachelor,Single,8,6,67836.17,16.77,17,4.48,5.0,2.51,3.3,No,Yes,Rarely,7,3,4.11,Yes,No
EMP_110465,58,Male,Finance,Manager,MBA,Married,4,7,15000.0,11.19,21,2.64,1.0,3.0,3.76,No,No,Frequently,7,6,4.06,Yes,No
EMP_105359,38,Male,Sales,Analyst,Diploma,Divorced,6,4,87170.38,7.86,11,3.9,3.87,3.96,2.56,No,No,Rarely,4,3,4.24,No,No
EMP_110130,39,Male,HR,Analyst,Master,Single,23,11,17986.85,11.43,17,2.43,2.08,1.85,4.51,No,Yes,Frequently,10,8,2.96,No,No
EMP_123855,32,Male,Sales,Analyst,Master,Single,1,0,29631.46,14.47,22,5.0,2.89,3.91,3.38,No,No,Rarely,4,6,4.13,No,Yes
EMP_112899,22,Female,Finance,Team Lead,Bachelor,Single,6,1,103539.64,10.45,25,3.2,4.29,5.0,3.19,Yes,No,Rarely,7,7,3.86,No,No
EMP_103384,34,Male,Support,Developer,PhD,Married,6,7,76018.27,10.0,23,3.7,3.52,2.59,2.22,No,Yes,Rarely,4,3,2.01,Yes,No
EMP_127162,57,Male,Sales,Consultant,Master,Single,23,13,99140.08,15.41,28,2.9,3.34,3.5,2.14,No,No,Frequently,7,5,2.49,No,Yes
EMP_106522,27,Male,Finance,Executive,MBA,Single,14,10,68659.21,16.05,18,3.47,2.86,4.94,3.81,Yes,No,Rarely,4,4,1.77,Yes,Yes
EMP_114332,35,Female,Sales,Developer,Bachelor,Single,18,14,47474.98,4.71,25,4.57,2.91,1.28,3.35,Yes,No,Rarely,6,3,3.5,No,Yes
EMP_105287,26,Female,Marketing,Administrator,MBA,Married,10,4,111357.99,11.74,22,5.0,3.54,3.11,1.95,No,No,Rarely,5,3,2.59,No,No
EMP_123200,24,Female,Finance,Executive,Master,Divorced,5,12,131405.46,14.62,23,3.83,2.77,3.75,2.14,No,Yes,Rarely,5,6,4.0,No,No
EMP_101753,37,Male,Finance,Analyst,Bachelor,Divorced,8,5,127673.47,3.61,9,3.34,1.57,3.74,3.1,No,No,Rarely,4,2,4.18,No,Yes
EMP_129451,32,Male,Operations,Developer,Master,Single,21,7,87918.08,15.28,17,3.56,2.15,3.6,2.17,No,Yes,Frequently,11,5,4.08,No,Yes
EMP_106030,54,Male,Operations,Executive,Master,Married,23,10,102953.04,13.83,16,2.09,3.21,4.23,4.1,No,Yes,Frequently,8,6,2.95,No,No
EMP_103048,28,Female,Engineering,Executive,Bachelor,Divorced,10,11,125785.45,12.32,11,2.2,1.86,2.41,3.33,No,No,Rarely,3,3,3.29,No,No
EMP_127867,48,Female,Marketing,Administrator,Diploma,Single,7,7,56033.1,0.78,23,3.74,3.93,3.55,5.0,Yes,No,Non-Travel,8,6,2.86,No,No
EMP_110098,53,Female,Finance,Developer,PhD,Divorced,21,0,60826.9,7.35,16,4.58,3.39,3.06,4.24,Yes,No,Rarely,8,6,4.32,No,Yes
EMP_107956,53,Male,Support,Analyst,MBA,Married,15,2,15000.0,7.1,18,4.51,3.9,,3.19,No,No,Rarely,7,5,4.59,No,No
EMP_108084,27,Female,Support,Developer,Master,Single,2,4,96426.74,6.32,27,2.17,3.13,3.0,3.13,No,Yes,Non-Travel,4,2,2.8,Yes,Yes
EMP_109205,37,Male,Sales,Manager,Diploma,Divorced,18,12,102993.54,9.36,23,2.92,1.77,2.87,3.31,No,No,Rarely,4,5,3.3,No,No
EMP_117120,53,Female,HR,Executive,Master,Single,13,13,134025.46,10.63,23,3.15,1.48,2.82,2.25,No,No,Frequently,6,5,3.85,No,No
EMP_119993,51,Male,Engineering,Administrator,PhD,Married,10,8,134783.69,24.56,20,4.88,4.1,2.42,2.78,No,No,Rarely,3,4,2.63,Yes,No
EMP_122988,40,Female,HR,Developer,PhD,Married,17,10,44123.36,23.78,22,3.3,2.38,3.55,3.72,Yes,Yes,Non-Travel,5,1,3.43,No,Yes
EMP_128043,55,Male,Support,Consultant,Master,Married,7,6,36420.42,18.81,23,4.42,4.7,3.37,2.97,No,No,Non-Travel,6,7,3.33,No,Yes
EMP_124540,40,Male,HR,Administrator,Diploma,Single,9,12,103125.33,21.41,18,4.16,2.15,4.27,4.12,No,Yes,Frequently,9,5,3.71,No,Yes
EMP_126257,46,Female,Support,Team Lead,Diploma,Divorced,22,11,28642.4,9.05,22,3.72,2.78,1.0,4.19,No,No,Rarely,4,8,3.44,No,Yes
EMP_103458,56,Female,Engineering,Executive,Master,Single,10,10,80885.8,10.05,23,3.12,2.37,2.69,3.06,No,No,Rarely,2,4,2.93,No,Yes
EMP_105289,58,Male,Operations,Consultant,MBA,Single,17,13,93630.19,12.4,20,4.36,3.91,,3.72,No,No,Rarely,5,4,4.06,Yes,No
EMP_104947,52,Male,Engineering,Administrator,Bachelor,Single,9,4,59192.46,4.41,18,3.95,2.17,2.46,3.73,No,Yes,Rarely,7,3,3.27,Yes,Yes
EMP_113457,50,Male,Support,Analyst,Diploma,Divorced,9,10,118673.07,6.94,28,3.64,2.38,3.1,3.25,No,No,Rarely,7,5,4.46,No,No
EMP_105503,33,Male,Support,Consultant,Diploma,Single,2,0,15000.0,3.72,19,4.36,2.83,1.81,1.98,No,Yes,Frequently,4,9,5.0,No,Yes
EMP_128129,47,Female,Sales,Analyst,PhD,Divorced,22,9,102431.95,15.08,24,4.98,2.56,2.78,2.42,Yes,No,Rarely,9,6,4.02,No,Yes
EMP_108767,26,Male,Operations,Manager,Master,Married,10,13,87383.18,5.69,19,3.34,3.53,3.42,3.49,Yes,Yes,Rarely,4,2,4.82,No,No
EMP_108765,22,Male,Finance,Consultant,Diploma,Divorced,2,14,53050.74,17.54,21,2.59,4.4,2.69,3.17,Yes,No,Rarely,6,5,2.38,No,No
EMP_101832,57,Male,Marketing,Administrator,Diploma,Divorced,16,12,47501.47,14.8,19,4.13,2.68,3.83,2.62,No,No,Non-Travel,6,6,2.3,No,Yes
EMP_115355,31,Male,Engineering,Consultant,Bachelor,Divorced,23,12,41463.76,9.41,14,3.8,2.12,3.82,3.7,Yes,No,Non-Travel,9,9,4.13,No,Yes
EMP_129659,47,Male,engineering,Analyst,Bachelor,Single,7,6,71654.44,5.99,9,3.38,2.37,2.76,2.87,No,No,Frequently,4,4,4.42,Yes,No
EMP_129424,43,Male,Engineering,Executive,PhD,Single,24,1,72655.06,14.97,16,3.37,3.51,3.72,2.49,No,Yes,Frequently,3,6,4.17,No,Yes
EMP_106157,53,Male,Operations,Manager,MBA,Single,0,10,42653.07,14.04,28,2.89,5.0,4.89,2.09,No,Yes,Non-Travel,8,0,2.63,No,No
EMP_120683,24,Female,Engineering,Analyst,Master,Married,13,5,80369.76,13.0,29,4.25,4.2,3.89,3.48,No,Yes,Rarely,8,3,4.14,No,No
EMP_113676,32,Male,Operations,Analyst,Master,Divorced,12,2,90569.46,11.41,22,2.87,2.95,3.0,3.19,No,Yes,Non-Travel,5,4,3.64,No,Yes
EMP_109976,41,Male,Engineering,Executive,PhD,Married,18,2,52992.79,5.26,10,3.8,3.06,1.88,2.84,No,No,Rarely,6,5,3.99,No,Yes
EMP_115309,25,Female,HR,Administrator,MBA,Married,0,10,47361.79,3.99,19,3.65,3.61,1.64,1.88,Yes,No,Rarely,7,11,2.44,No,No
EMP_113174,42,Male,HR,Consultant,MBA,Divorced,0,1,38668.01,21.32,19,3.3,2.1,4.46,2.04,No,Yes,Rarely,7,4,2.64,No,Yes
EMP_121350,54,Male,Marketing,Analyst,Master,Married,7,10,121220.75,8.46,19,4.43,4.14,3.24,2.7,No,Yes,Rarely,6,5,4.14,No,No
EMP_117848,26,Male,Support,Consultant,Master,Single,17,10,15000.0,8.68,25,3.34,3.15,2.95,4.08,No,No,Frequently,4,3,4.14,No,Yes
EMP_104059,30,Female,HR,Team Lead,MBA,Single,6,11,96397.77,12.32,26,2.46,2.79,3.4,3.27,Yes,No,Non-Travel,4,1,,Yes,No
EMP_112920,28,Female,HR,Executive,Master,Married,17,10,84989.72,11.41,18,3.78,3.1,,4.14,Yes,No,frequently,4,2,2.1,No,Yes
EMP_113484,27,Female,Engineering,Developer,Diploma,Divorced,22,1,97274.19,8.24,24,3.03,2.26,2.83,3.08,No,Yes,Non-Travel,6,2,4.66,No,No
EMP_103306,27,Male,Support,Manager,Bachelor,Divorced,6,2,117957.86,10.1,19,2.97,3.75,3.99,2.69,No,Yes,Frequently,6,6,,No,Yes
EMP_121388,52,Female,Marketing,Developer,Diploma,Married,7,7,115969.81,16.14,14,3.4,2.59,3.24,4.75,No,No,Non-Travel,5,5,2.83,No,Yes
EMP_125895,21,Male,Support,Developer,Master,Married,10,10,90487.73,12.31,19,2.72,2.75,4.52,4.28,Yes,No,Rarely,2,5,2.5,No,Yes
EMP_124340,55,Female,HR,Analyst,MBA,Divorced,5,12,64336.91,10.06,22,3.68,2.72,3.44,2.87,No,No,Frequently,5,6,4.46,No,No
EMP_109506,22,Female,Engineering,Consultant,Bachelor,Divorced,22,9,32877.19,17.24,22,4.18,1.02,3.91,4.41,No,No,Frequently,14,4,4.75,No,Yes
EMP_107443,22,Male,Sales,Administrator,Bachelor,Single,12,11,584703.36,6.67,22,3.06,3.31,2.29,4.03,No,Yes,Rarely,8,4,3.99,No,Yes
EMP_103196,33,Female,Finance,Manager,Bachelor,Single,15,6,75800.14,16.68,18,3.12,2.8,1.74,3.48,No,No,Frequently,6,4,5.0,No,Yes
EMP_102045,50,Female,Operations,Analyst,Bachelor,Married,6,2,125051.03,10.68,13,4.28,2.75,4.21,2.29,Yes,No,Non-Travel,8,3,4.97,No,Yes
EMP_101689,36,Female,Sales,Analyst,Diploma,Divorced,4,8,115649.57,2.16,9,3.2,2.71,3.62,5.0,No,No,Frequently,2,5,3.8,Yes,No
EMP_120279,58,Female,Marketing,Analyst,Bachelor,Divorced,1,1,159440.37,13.14,20,4.44,3.68,3.2,4.16,No,Yes,Rarely,9,1,3.98,No,Yes
EMP_108814,44,Female,Sales,Executive,Bachelor,Single,11,9,15000.0,11.42,21,3.36,2.91,3.01,3.75,Yes,No,Non-Travel,6,5,2.42,No,Yes
EMP_104898,51,Female,Finance,Developer,Diploma,Divorced,10,3,65236.79,16.94,19,3.85,1.25,2.91,3.14,No,No,Rarely,6,3,2.43,No,No
EMP_107234,42,Male,Marketing,Analyst,MBA,Married,18,6,,18.92,21,3.15,3.48,3.33,2.81,Yes,No,Non-Travel,6,6,4.32,Yes,Yes
EMP_110357,35,Female,Engineering,Administrator,Diploma,Married,21,5,36006.3,17.03,36,5.0,,3.04,3.36,No,No,Rarely,7,1,5.0,No,Yes
EMP_102677,59,Female,Sales,Developer,Master,Married,15,7,120000.0,4.36,24,3.17,3.4,3.28,3.86,No,Yes,Rarely,4,6,4.43,No,Yes
EMP_110531,54,Male,Finance,Analyst,Diploma,Single,9,13,136596.25,16.66,25,2.63,1.35,2.45,3.62,No,No,Rarely,6,5,3.47,No,Yes
EMP_102824,21,Male,Finance,Analyst,Bachelor,Divorced,11,4,112782.38,10.27,33,3.17,2.55,3.23,4.09,No,Yes,Non-Travel,5,5,2.64,No,No
EMP_121656,37,Male,Marketing,Developer,PhD,Married,14,0,95631.67,15.06,19,3.33,3.32,2.7,3.09,Yes,No,Frequently,8,5,5.0,No,Yes
EMP_106562,30,Female,Sales,Analyst,MBA,Divorced,20,10,112920.99,18.0,29,3.08,3.79,3.9,3.8,Yes,No,Frequently,6,8,1.91,No,Yes
EMP_121972,43,Male,Finance,Developer,MBA,Married,2,11,97212.59,18.27,19,4.83,2.1,3.32,4.05,No,No,Rarely,5,2,4.32,Yes,No
EMP_110441,23,Male,Marketing,Executive,Diploma,Married,18,10,63917.03,17.17,28,3.19,1.71,4.77,4.86,No,Yes,Frequently,7,3,,Yes,No
EMP_100177,39,Female,Marketing,Executive,Bachelor,Married,22,2,55112.77,17.99,20,3.86,3.17,3.2,1.57,Yes,No,frequently,9,7,4.66,No,Yes
EMP_114497,37,Female,Marketing,Manager,MBA,Single,12,7,65110.65,24.79,25,4.65,4.06,2.6,3.6,Yes,No,Frequently,2,6,3.43,No,No
EMP_126552,44,Female,Finance,Developer,Diploma,Single,18,14,120067.4,5.98,15,3.89,3.72,3.65,3.39,No,No,Non-Travel,11,3,2.94,No,No
EMP_126209,33,Female,Finance,Executive,MBA,Divorced,5,5,46893.07,10.15,18,3.29,4.78,2.34,1.04,No,Yes,Rarely,5,4,1.67,No,No
EMP_107658,57,Male,Sales,Consultant,Bachelor,Married,10,0,114981.56,19.84,25,2.49,2.76,3.06,4.2,Yes,No,Rarely,6,9,3.85,Yes,Yes
EMP_102382,39,Female,Operations,Consultant,Master,Single,17,1,49162.3,8.76,20,2.88,3.51,3.65,1.44,No,No,Rarely,1,5,4.33,Yes,No
EMP_112012,57,Female,Finance,Analyst,Diploma,Single,9,13,66991.4,9.3,16,3.58,4.32,3.61,2.86,No,No,Rarely,10,7,4.72,No,No
EMP_116161,48,Female,Sales,Consultant,Master,Single,11,4,103611.04,16.9,19,3.24,3.45,3.88,2.12,No,No,Rarely,6,3,5.0,No,Yes
EMP_127480,23,Male,Marketing,Executive,Bachelor,Married,2,0,84586.37,14.23,17,3.04,4.2,2.89,4.15,No,Yes,Rarely,9,2,3.84,No,No
EMP_112480,45,Female,HR,Consultant,MBA,Married,4,13,520132.08,0.32,21,3.55,1.11,3.59,4.28,No,Yes,Rarely,10,6,3.36,No,No
EMP_104783,33,Male,Sales,Developer,PhD,Divorced,7,8,82884.86,17.78,12,3.6,3.54,4.22,3.13,Yes,No,Rarely,8,6,2.37,No,Yes
EMP_104097,40,Female,Marketing,Consultant,PhD,Married,23,11,58614.45,6.1,15,3.96,4.31,3.34,3.69,No,Yes,Frequently,6,11,1.96,No,Yes
EMP_114669,29,Female,Finance,Consultant,Bachelor,Married,21,5,24307.35,19.39,19,2.81,3.97,1.32,4.05,Yes,No,Non-Travel,5,4,2.97,No,Yes
EMP_111009,37,Male,Marketing,Developer,Master,Married,24,6,69002.65,9.78,20,3.71,2.14,3.14,3.56,Yes,Yes,Frequently,6,8,,No,Yes
EMP_115974,21,Female,Operations,Analyst,Bachelor,Divorced,4,1,69320.6,7.98,16,3.56,3.78,,3.03,No,No,Non-Travel,7,3,3.48,Yes,No
EMP_115369,23,Male,HR,Manager,Master,Single,16,5,,17.68,16,5.0,2.51,4.23,2.92,No,No,Frequently,9,5,3.46,Yes,Yes
EMP_113636,39,Female,Engineering,Developer,Diploma,Divorced,0,3,92740.85,15.77,24,3.91,2.62,2.08,4.27,Yes,No,Frequently,11,9,3.8,No,No
EMP_113677,40,Male,Finance,Team Lead,MBA,Married,12,13,75299.51,8.54,24,2.78,2.9,3.28,3.92,No,No,Rarely,6,8,3.05,No,Yes
EMP_114099,49,Female,Marketing,Analyst,Diploma,Single,21,12,82674.21,5.58,18,3.34,2.64,4.93,4.02,No,No,Rarely,6,5,4.98,No,No
EMP_111624,39,Female,Support,Developer,Bachelor,Divorced,23,2,46558.95,16.41,19,3.74,3.72,3.2,2.74,Yes,No,Frequently,5,4,5.0,No,Yes
EMP_102506,37,Male,Marketing,Administrator,Diploma,Married,10,1,50766.36,7.76,14,3.23,1.66,3.5,3.09,No,No,Frequently,4,2,3.87,No,Yes
EMP_115306,35,Male,Finance,Analyst,Bachelor,Married,12,13,72624.21,11.6,20,3.99,3.7,3.27,2.57,No,No,Rarely,7,7,3.51,No,Yes
