customer_age,gender,city,customer_tenure_months,customer_segment,plan_type,contract_type,number_of_services,monthly_data_usage_gb,monthly_voice_minutes,monthly_sms_count,international_usage_flag,network_drop_rate,average_download_speed,service_outages_last_6m,support_tickets_last_12m,avg_resolution_time_hours,complaints_last_12m,mobile_app_logins_last_30d,reward_points_balance,campaign_response_rate,late_payments_last_12m,autopay_enabled,billing_disputes_last_12m,customer_lifetime_value,monthly_revenue,retention_offer_count,service_region_cluster,churn_flag
20,Female,Delhi,91,Business,Unlimited,1 Year,1,19.913020434728946,570.8792126230051,77,0,8.617789301641649,87.75663721255424,2,1,36.81850235490407,1,16,29214,30.80037472619449,2,0,0,58082.20070775687,1165.047698605079,2,34,0
34,Male,Hyderabad,44,Premium,Postpaid,1 Year,3,44.11439330967153,1039.113430863449,77,0,2.652574966592167,79.58554081741323,0,2,8.517728377694574,1,14,12784,48.327898637205934,0,0,0,33642.40910604007,1714.356843315515,0,34,0
55,Male,Pune,2,Family,Prepaid,Month-to-Month,1,26.730542542614344,367.765844643232,79,0,4.173768033170781,78.20416278149932,1,3,25.508478263369295,0,21,45831,87.94322008001508,0,1,0,64746.56123726525,199.0,0,24,0
71,Male,Chennai,102,Consumer,Unlimited,Month-to-Month,1,53.07973930064868,194.52358824079067,91,0,1.5584523844676756,98.0055667823564,2,2,35.622567263477634,0,13,19893,89.21004795533453,1,1,3,62215.05546570596,199.0,2,49,0
38,Female,Mumbai,42,Premium,Enterprise,Month-to-Month,4,32.23485303477268,403.9402883705131,71,0,4.329197824730947,104.81299129421588,2,0,25.114932576700756,0,15,14269,22.34475372897896,2,0,0,50105.26319471099,1152.1358310997896,0,2,0
74,Female,Kolkata,96,Business,Postpaid,1 Year,2,35.35459332690947,416.473546682332,105,0,2.058228448123953,,3,0,21.510418959408597,1,9,46637,19.05311742682876,1,1,1,45644.04863549425,1518.4565112161033,0,36,0
60,Female,Hyderabad,8,Business,Enterprise,2 Year,1,65.42558305412145,617.0159220300875,84,0,4.297753730484537,69.07019719631471,3,2,13.15443564384449,1,16,17735,98.1915444120756,1,0,0,58617.453274587824,1736.7671703594308,1,7,0
58,Male,Chennai,81,Consumer,Unlimited,Month-to-Month,1,20.18940596585354,121.55152928978764,77,0,4.723158443939933,70.47801264965284,0,3,16.431651428622327,2,17,45053,65.36219688137459,1,1,0,63951.82180095679,427.0229822169049,0,14,0
34,Male,Bangalore,63,Family,Postpaid,Month-to-Month,4,27.03682761068997,326.7002904579366,83,0,8.312201287828708,62.03330957583277,2,2,24.20634948729313,2,12,44838,23.91139847012432,0,0,0,50919.98902428339,646.8848591731975,1,47,0
60,Male,Bangalore,58,Business,Postpaid,Month-to-Month,1,80.85741519668903,368.0899114606189,84,0,3.032499939844172,43.77428602074114,1,3,20.111184774854472,1,19,2809,52.78877308918582,2,1,0,34619.52140217979,1656.6081293568077,1,29,0
65,Male,Pune,22,Business,Postpaid,Month-to-Month,4,17.986803156543004,511.7722812027364,87,0,4.6433188128366005,47.936612184241376,2,4,25.07284861606608,0,19,2975,14.907880162966991,0,0,1,66701.78529181845,637.0182566859579,2,27,0
79,Male,Mumbai,59,Consumer,Prepaid,Month-to-Month,3,30.66590868298007,329.2113406854498,85,0,0.5042728937621055,98.8766664511788,1,1,20.633233826874257,2,10,46109,12.108537949236764,2,0,0,40457.2608712073,1555.81048081817,0,27,0
42,Female,Kolkata,2,Business,Prepaid,Month-to-Month,3,38.827328237725965,506.1073328898458,82,0,4.919302541289868,70.11875555189604,3,1,3.1577454192716736,0,13,30124,78.62476871963428,2,1,1,45088.01511280037,2010.0209287851249,2,23,0
58,Male,Pune,6,Family,Prepaid,Month-to-Month,3,27.259757849813067,918.0764351435656,70,0,7.775996068927777,109.13063006427254,3,0,10.333278860538204,1,15,47109,73.79927581279864,1,0,1,31360.012226079376,1391.957007828433,1,33,1
49,Male,Mumbai,37,Business,Enterprise,1 Year,3,59.2973549125015,615.7510291405634,75,0,8.684830110433746,102.17290720511298,2,2,13.224499061560545,0,14,9552,43.08620452162337,1,0,1,56944.841783483855,1061.704633163583,1,13,0
55,Male,Kolkata,83,Business,Postpaid,Month-to-Month,3,44.479907001272,656.5998860420302,84,0,5.3572039535664295,74.63062448970705,2,1,8.75919073704853,1,16,34457,78.17776155573081,4,1,1,55045.69136274778,1277.2267696994847,0,40,1
27,Female,Bangalore,1,Business,Prepaid,Month-to-Month,2,32.193176488885,655.9644506529243,75,0,9.678732283892517,118.01145073332968,0,4,29.05982932952113,0,17,7492,19.635701793060036,1,0,2,52711.656282668366,1508.474069922905,4,19,1
74,Female,Pune,63,Consumer,Prepaid,2 Year,1,37.94613135705767,1058.347042778877,62,0,6.652622498546661,64.56319909816594,0,2,29.222671141200195,0,14,38465,5.380937762022475,3,0,0,37351.98552354216,1281.002135156545,1,5,0
18,Male,Pune,11,Family,Enterprise,1 Year,2,51.87564738942616,784.3130607133666,79,0,3.7440591901630302,41.69637435223646,3,0,56.95155240987189,3,21,11767,66.1908329065923,2,0,0,63675.97078332452,1123.9031964853125,0,13,0
70,Male,Bangalore,78,Premium,Unlimited,1 Year,5,36.49686281150753,601.6687851289867,75,1,3.9192332208070857,99.44733019199126,1,2,5.371144819176658,0,14,47888,74.30188389015152,2,1,0,64341.00060285897,1983.9544404984915,0,14,0
42,Female,Bangalore,108,Business,Prepaid,Month-to-Month,4,20.791763212513995,886.349022199279,90,0,3.981099698797285,113.0397176085356,1,4,48.308775184104526,0,17,20312,18.43936492629412,3,1,0,42797.604134744695,1619.1694527611353,0,45,0
21,Female,Pune,70,Business,Postpaid,Month-to-Month,3,60.84237265964085,620.9545599004043,65,0,1.1603993414934366,97.42325372333852,2,3,4.2186212091781,2,14,42163,28.048512003105408,3,1,2,62126.30887342961,2073.105352345088,0,31,0
77,Male,Mumbai,8,Premium,Postpaid,Month-to-Month,4,30.401199361665768,273.7927173642415,70,0,0.2831336849369048,65.87293217037627,1,1,23.954323805748466,0,20,29394,97.07205281015756,1,0,1,42843.44187433539,1613.441188953418,2,43,1
47,Female,Hyderabad,71,Family,Prepaid,2 Year,2,38.0761700041584,1278.7105460347584,77,1,1.2207912036361102,26.76110467438204,0,0,34.31435466278844,0,13,44744,,2,0,0,21057.398812090865,906.3856890899395,1,11,0
51,Female,Mumbai,12,Premium,Enterprise,Month-to-Month,5,40.371170287678005,817.248759120774,91,1,0.5023367297626524,62.19992643412722,0,4,14.398505731993216,1,14,24765,33.78931766583783,1,1,0,54255.2702338696,957.2731124350018,0,17,0
62,Male,Delhi,28,Family,Prepaid,1 Year,4,43.15333004425543,459.2618190005596,88,0,2.158376181426629,66.78114898822278,0,2,21.15222196819793,1,13,28547,7.578652520029838,0,0,1,30475.243351231,951.2167843057764,0,46,0
27,Male,Kolkata,110,Family,Prepaid,Month-to-Month,2,46.20120597905821,775.1402147113605,78,0,7.847763636240921,96.73521909579932,4,3,18.48001478901364,0,15,31313,13.861908215788144,0,0,3,61044.227832297205,950.3498889487112,1,34,1
31,Female,Mumbai,62,Consumer,Unlimited,Month-to-Month,1,44.799915784998745,1161.8352709966991,83,1,2.602352011147901,87.60217188113349,2,3,14.63092325052877,0,12,43737,80.36427591449538,1,1,0,46072.69741371651,591.288557172112,3,3,0
32,Female,Kolkata,102,Premium,Enterprise,Month-to-Month,1,29.223760230615007,850.5156966317325,92,1,7.782594094850576,83.09119015845651,3,2,15.099311931089032,2,19,6411,80.34108976175773,1,1,1,36811.95285742178,709.8288919238055,0,41,1
76,Female,Hyderabad,46,Consumer,Unlimited,1 Year,4,23.41669704270376,870.0800731472132,89,0,9.836225134414615,85.79818298884088,1,3,21.45551293976669,2,16,49950,4.826758160496825,0,1,0,57130.209175789765,1052.11436153942,1,47,0
61,Female,Delhi,35,Consumer,Postpaid,Month-to-Month,5,29.5191653407944,427.71763240479874,90,0,5.591792221362456,85.87956693713306,4,3,15.21891739769436,0,13,30318,98.00732950083136,3,1,1,28649.73066068996,929.0407659365547,2,40,1
28,Female,Bangalore,94,Business,Unlimited,Month-to-Month,5,62.76473738023155,719.3947209503407,80,0,4.976130666088842,69.67759031330314,3,5,35.071742375639865,0,16,28885,39.81782925597147,2,0,0,62429.94968972065,1629.5013120503731,0,6,0
67,Female,Delhi,100,Family,Postpaid,Month-to-Month,5,33.28736426496892,567.5272248524758,76,0,2.837208045285876,68.23816679705484,2,3,23.49430818478648,1,13,16859,5.6662789434725465,0,1,0,57561.32831089613,1923.2973886699283,2,18,0
51,Female,Mumbai,78,Business,Enterprise,1 Year,3,50.87844698536152,89.13826393115392,94,0,8.345045185684047,101.92254566699025,0,3,16.94601336337524,2,13,33307,69.54476001920956,1,1,0,58036.23333632191,2113.9271542534925,1,23,0
34,Male,Chennai,16,Consumer,Unlimited,Month-to-Month,5,29.58310773250794,703.0880204985494,87,1,1.886600861108344,113.9257050336618,3,1,29.52145097885533,2,17,38764,84.07044944928401,0,1,1,43549.24884568298,1438.355219900063,0,4,0
25,Male,Hyderabad,16,Family,Unlimited,2 Year,1,24.66425707982673,559.0353686071568,73,0,0.0576674721984193,151.48273121860367,3,1,27.214935745514843,1,20,41652,75.72672178698488,0,0,0,30090.11439993766,390.40871330341065,0,48,0
72,Female,Kolkata,1,Premium,Enterprise,2 Year,4,35.79715795219687,692.2933993781365,68,0,6.362448816409269,111.79938572783144,0,4,12.134595624811478,0,15,17303,50.10949820420129,0,0,1,36060.80156321745,1111.1610927594304,1,4,1
76,Female,Chennai,59,Family,Postpaid,2 Year,1,47.17713610973176,819.9415063940361,87,0,7.05099870557365,69.23440627383204,3,0,3.367157500895119,0,20,28514,4.417283588637666,0,1,0,64173.600775804414,2644.8181831573474,3,18,1
30,Female,Kolkata,94,Family,Enterprise,Month-to-Month,3,14.36991979042751,741.4421848991836,88,0,9.374412554260497,53.07604726380521,5,5,25.473328260636062,1,8,43487,73.32971430783188,0,0,0,37147.29352035024,1817.2415520486477,1,10,1
46,Female,Delhi,88,Family,Prepaid,Month-to-Month,3,39.663239509001954,428.39421853824206,85,1,2.5796877812450223,123.87558894009136,2,4,12.17817956301679,0,13,17077,71.4025133534477,2,0,0,38260.5466215705,521.7416963845454,2,33,0
44,Male,Mumbai,112,Consumer,Unlimited,Month-to-Month,4,47.15639251821331,346.75235930314466,64,0,6.579565095615533,152.36164479194258,3,1,26.715600209649317,0,15,31920,20.594368926775687,0,1,0,58374.10232535795,2278.7822486124305,0,11,0
48,Male,Bangalore,104,Premium,Unlimited,2 Year,1,21.03966065783634,445.0454269523202,87,0,1.3814303295650576,21.7664467914042,1,4,21.07057009370283,2,22,4158,31.65103419723697,1,1,0,43104.672137869056,1451.8109827505175,2,15,0
35,Male,Pune,77,Family,Unlimited,1 Year,4,62.19370540008047,749.0001447185537,66,0,3.5554980758882526,,1,2,12.985377941561758,2,22,24549,33.061198527953486,0,1,0,73876.77679906,1600.3254877235024,3,19,0
37,Male,Hyderabad,35,Family,Enterprise,Month-to-Month,1,62.33107631341009,280.4597978934868,84,0,7.61645773635077,76.2377946480293,3,3,16.275693480228263,1,14,32729,23.233978056358385,0,1,0,58945.046394106605,1197.8082290445643,0,15,1
36,Male,Chennai,2,Premium,Prepaid,2 Year,3,30.3480713600647,208.44908337286623,74,0,8.042457589460145,64.23587231055228,2,0,7.928278641712725,0,12,34990,76.26171580888611,1,0,1,54406.40488245443,1363.4084057967234,1,49,1
31,Male,Pune,119,Consumer,Prepaid,1 Year,3,58.836223615860845,409.07016755429015,80,0,3.0556937056147504,52.17872647913434,3,2,10.7350153283895,1,19,36838,26.425591991469123,1,1,0,42728.69086437898,1243.6669658683418,0,25,0
76,Female,Mumbai,61,Consumer,Prepaid,2 Year,4,28.6346451178693,161.45746437036468,75,0,9.838715600465402,46.95539663763767,3,1,25.53123965763568,1,23,20127,93.76664667803708,0,1,1,67133.49648192158,1020.8007804916184,0,3,1
70,Male,Bangalore,19,Consumer,Postpaid,Month-to-Month,4,8.545690401789898,1061.5442570129576,85,0,7.800410330478038,68.97378376304735,0,4,15.751921800299892,0,14,5736,61.98688274968968,3,1,0,61462.488821947496,1251.4546669877277,2,44,1
70,Male,Pune,73,Consumer,Unlimited,Month-to-Month,3,20.78338364317636,402.7274934458154,73,0,1.427545018232872,87.28696911646472,2,1,13.23606408313526,1,15,35846,1.3411038066124092,2,1,2,47245.36851066109,1642.265175243828,2,38,0
76,Female,Pune,41,Business,Enterprise,Month-to-Month,2,38.14824519258253,693.9712625058064,75,0,3.657248150956556,85.57130923502118,3,2,24.811982433891288,0,13,19745,84.17819305003749,2,1,1,42457.80737857748,1550.5393355693818,0,17,0
69,Male,Delhi,118,Consumer,Unlimited,2 Year,3,25.05369367987138,555.4042950357043,85,0,1.2406840703229438,,0,0,19.772516136598437,1,17,45883,65.10637401348353,2,0,0,46069.91939504487,2087.031693203593,0,7,0
26,Male,Kolkata,100,Premium,Enterprise,Month-to-Month,4,10.55755477596486,678.5270539372211,86,0,7.710246769531379,77.11050707790368,2,1,32.46093304224148,2,20,34379,48.38732211326854,1,1,1,63699.00598123038,483.0894068847381,4,8,1
46,Female,Mumbai,50,Family,Postpaid,2 Year,3,37.43064007144621,905.7449234176124,71,0,9.150022301017003,,3,1,17.997409359447673,1,14,26302,18.112677590963976,0,1,2,65747.79583077123,1268.5675243690498,0,28,0
27,Female,Chennai,45,Family,Prepaid,Month-to-Month,5,60.93619680730836,479.15822436105134,78,0,1.0571594957774522,74.2371581229627,0,1,12.480183384075271,2,11,3520,64.86340402655031,1,1,0,38085.84232498029,1340.1693098621486,3,26,0
52,Male,Hyderabad,100,Premium,Unlimited,1 Year,2,11.654815825301355,497.9254273657026,71,0,2.661196664706351,105.61430466296083,1,3,14.348075992115994,1,13,13387,54.88669612154966,2,0,0,61844.28966209555,408.1926356800592,1,24,0
79,Female,Kolkata,40,Consumer,Prepaid,1 Year,3,63.39506884792968,925.4577008654298,79,0,1.2058442782768974,79.50794677139368,3,0,21.68674118244692,1,15,2397,30.50705866483544,1,1,3,49487.33760521017,1704.4947459305006,2,37,0
27,Male,Delhi,113,Business,Postpaid,Month-to-Month,1,66.61720935651805,849.0062327648327,93,0,3.245857527320586,61.00939051773085,3,6,10.977478792380571,2,11,22369,11.107415092397154,1,0,0,57563.18570702818,2097.5179918933136,2,15,0
27,Male,Delhi,96,Premium,Enterprise,1 Year,1,57.40401756640559,663.8896115806642,77,1,1.3903819575688536,70.29681776059215,2,1,11.200799213439378,3,17,35184,49.1898952975107,1,1,0,53807.21944873896,913.1280678731345,1,21,0
54,Female,Pune,86,Consumer,Prepaid,Month-to-Month,5,47.86215053666149,457.7210270843631,77,0,9.389471741351976,,2,2,26.13777414468273,0,11,2349,66.61432186473037,1,0,1,77738.7181759278,1267.050845304828,2,48,1
74,Female,Kolkata,79,Business,Unlimited,Month-to-Month,5,12.429598626580418,765.2745862901586,76,0,9.29446271459361,,1,0,19.224628914815995,1,13,33781,11.170300449707094,1,1,1,61701.407228939606,1574.1797862787591,3,32,0
44,Female,Kolkata,57,Consumer,Enterprise,Month-to-Month,2,18.154016906100814,207.89541136493665,74,0,7.999909231106429,94.71395594287088,4,0,18.94387402062332,1,7,37800,20.227356155948595,0,1,0,60694.91743133319,263.6950933813223,1,45,1
38,Male,Chennai,55,Consumer,Enterprise,Month-to-Month,2,47.45982735307097,621.7939157107334,92,1,2.851287111521688,35.136396171011235,3,3,13.980029693557515,0,13,12270,92.26820424815672,1,0,2,65184.84596797358,1624.7013073154956,0,30,0
18,Female,Hyderabad,59,Consumer,Postpaid,Month-to-Month,5,16.936436920150985,484.7712062305517,94,0,9.503550916549472,53.09378401077621,1,2,26.17401672534728,1,15,4852,93.04413797475388,1,0,0,53609.69300459768,1351.6984275153952,0,24,0
64,Male,Chennai,100,Premium,Enterprise,Month-to-Month,1,78.6729553723601,556.7667679823803,88,0,3.66741878667768,80.79418443987241,1,2,36.1321199922262,5,10,17555,42.59991792020247,2,0,1,49716.54199294139,1503.328109301549,0,35,1
53,Male,Bangalore,47,Family,Postpaid,1 Year,3,61.2436522156552,490.00672475631,77,1,2.5094147355780274,118.53760477005063,3,1,23.035934697764997,2,20,43137,30.160377209752895,0,0,0,48540.33654139943,1220.5969770931383,0,29,0
40,Female,Chennai,23,Consumer,Enterprise,1 Year,1,25.971111594701743,790.9444212000882,95,0,6.744701744071068,59.28097924935123,1,2,25.699992317863146,0,6,28047,88.2347194748623,1,1,0,58088.94671633641,1297.8383474564869,0,2,0
51,Female,Chennai,86,Consumer,Prepaid,Month-to-Month,1,34.115438400327776,495.0101095676824,72,0,6.359990343132751,102.42578536378788,1,5,33.559250313708475,0,17,11218,26.932969772413617,3,0,0,65218.18514301967,1110.2032169110455,2,10,0
67,Female,Chennai,10,Premium,Prepaid,1 Year,3,33.48508872233207,870.9374971527855,79,0,2.8544346829068057,,3,1,12.505775811895903,0,10,25913,76.95221265173724,1,0,1,63738.526145285614,1344.884230321518,0,9,0
66,Female,Kolkata,57,Premium,Unlimited,Month-to-Month,5,34.150385605539554,477.50945007744696,77,0,9.186415028986216,64.20485963440768,1,2,14.839107343412945,3,14,40404,17.245229919895387,0,1,1,44588.982913095104,942.3171693241876,0,24,1
54,Female,Bangalore,57,Business,Postpaid,Month-to-Month,1,72.81622529858302,839.7235812013464,79,0,0.3098854746808377,118.09132564093096,1,2,23.47140547077723,1,16,29074,1.2076553679431945,2,0,1,77058.72249326001,1613.9898255011892,4,20,0
24,Female,Kolkata,13,Business,Unlimited,Month-to-Month,2,38.42591963373178,1016.402149502238,66,0,2.4778315339080903,114.82104385055592,3,1,33.347261413151706,0,14,17341,8.028127265878238,1,1,0,62249.840864609534,1811.6422633905563,1,11,0
69,Male,Chennai,40,Consumer,Unlimited,Month-to-Month,5,32.82554453873404,831.1580118831168,89,0,9.29241062701722,88.24232080897013,0,0,26.710077773555675,2,21,32862,,1,1,2,33326.6913231745,950.0119318266,0,26,0
41,Female,Mumbai,116,Premium,Unlimited,1 Year,1,20.998689152921777,883.3791019792147,88,0,8.526349807637784,109.39882039404375,3,3,31.04580971851985,1,22,3641,26.77006293518437,1,1,0,50365.74268040851,697.0216537161264,0,37,0
66,Female,Bangalore,4,Business,Postpaid,2 Year,5,29.793175082174503,882.5708752399541,73,0,9.358952001712478,81.23429514039248,2,3,27.71902357852284,0,24,24736,19.63773645951783,2,1,0,62086.09803912236,728.116858899918,2,15,1
74,Male,Chennai,7,Consumer,Enterprise,Month-to-Month,3,26.753042987019764,790.5291528735645,75,0,8.338856020557685,59.8649788549956,2,0,43.84418182521589,0,20,46036,58.404427120316,2,1,0,56240.615623949205,1270.782066250826,2,14,1
53,Female,Chennai,2,Family,Enterprise,Month-to-Month,5,16.513241769917276,465.01898306908106,78,0,1.8947619955593853,38.66895449001076,0,1,28.341401092498117,3,9,42656,85.12893316023916,1,0,0,43524.51552067709,1518.949440504725,0,2,0
30,Male,Mumbai,100,Family,Enterprise,Month-to-Month,2,42.47051557442785,253.2821166711242,74,0,7.235088044474702,82.36322984676532,5,3,38.794837522663045,2,19,7386,3.065110585834385,0,0,0,50017.57824588661,1510.9604422989962,1,32,1
50,Female,Hyderabad,75,Premium,Unlimited,Month-to-Month,3,31.742630873708244,914.2197545071224,68,0,4.896689110173699,85.32561021982559,3,2,24.692118955001256,2,15,389,84.84863062083267,2,1,2,26907.97561326065,1451.0772745767097,2,43,0
47,Female,Chennai,87,Business,Enterprise,2 Year,3,39.879715859199,809.0658467247206,69,0,4.04078734200853,108.70058191568712,2,2,43.512992937693625,0,12,906,42.81624548143997,1,1,0,64089.53509490417,2115.1242784044766,2,23,0
38,Male,Hyderabad,55,Consumer,Prepaid,1 Year,2,21.10699708659281,725.8946638600661,87,0,9.824179972882892,92.41897644455844,3,4,7.08940266476673,1,17,4123,82.04426355369144,1,1,1,66048.00632583661,1396.4598949092715,0,7,0
48,Female,Delhi,93,Business,Enterprise,Month-to-Month,1,31.428296673883622,195.54727962558783,74,0,0.7294729014869716,98.0635439214476,2,1,25.378873219937947,0,12,43886,11.299229201680372,6,1,0,38475.47616846509,1469.8339389815555,0,21,1
65,Male,Delhi,110,Business,Prepaid,1 Year,4,13.528755763011365,884.1499427227307,82,0,6.457641649634597,58.51583058995786,4,1,24.16343784374382,0,17,25201,30.61616434650337,1,0,0,62458.24072441377,1807.3662586621688,0,19,1
26,Male,Bangalore,21,Consumer,Postpaid,Month-to-Month,4,83.64907971532065,731.9481453051078,79,0,8.738428072124263,57.55715132365978,0,4,22.941091325179805,1,15,40567,13.41453708870306,1,0,1,33063.981109643195,1168.2130581950007,0,43,1
31,Male,Mumbai,67,Premium,Postpaid,Month-to-Month,4,39.91680444559238,277.7433449474629,73,0,4.08951623938913,119.52060979046811,2,2,29.74616503527227,1,19,5793,74.55084358931582,1,0,2,27578.22040434578,1632.3997451573778,2,33,1
25,Female,Chennai,91,Business,Prepaid,Month-to-Month,3,25.10415693539804,661.685995452263,65,0,9.038081028374451,58.6093958698789,5,2,21.95091323234736,0,18,42859,66.36235874159775,1,1,0,54908.32955390244,874.9082776535615,1,44,0
68,Male,Delhi,75,Business,Prepaid,Month-to-Month,5,93.48121871986574,378.6327331964205,86,0,5.279304057731748,83.21812005625485,1,0,16.206587864514738,2,17,4718,54.50118365861629,0,1,1,67461.38941863616,771.9703015354814,0,14,1
69,Male,Bangalore,78,Business,Postpaid,1 Year,3,30.44281952899767,620.7816381589683,77,0,9.065327202808309,80.32864335976552,1,3,29.48549658428629,0,14,6095,77.16021336532839,0,0,0,44225.1862964183,1180.399414448494,3,14,0
19,Female,Kolkata,21,Family,Unlimited,1 Year,5,47.34781910641532,915.2018871610431,75,0,9.830892102268471,119.33135969589242,6,3,12.709360645432833,0,12,15489,67.48757515484179,0,1,0,35917.83976461403,1224.4078782336155,2,19,1
60,Male,Mumbai,73,Family,Unlimited,Month-to-Month,4,50.03508218135799,645.3591296462116,74,0,6.973843324180443,,1,2,15.335621316293778,1,10,43648,59.61608972624877,1,0,0,80176.10589157551,1311.825054206041,2,21,0
54,Male,Kolkata,41,Business,Unlimited,Month-to-Month,3,21.962033510366624,654.8793094260237,85,0,5.983961159885154,,3,0,14.083040329596487,1,7,44470,21.366993285943604,0,0,0,48066.42656476699,1542.8419642199235,1,8,0
66,Male,Delhi,16,Premium,Enterprise,2 Year,2,33.095127059010586,361.0973870824064,86,0,9.189229169003262,94.51645451981484,2,0,26.233272067541485,4,14,32839,75.2776962684647,0,1,0,41341.82256338923,1548.0537768350578,0,11,0
36,Female,Chennai,28,Business,Unlimited,Month-to-Month,4,28.45299685667759,664.2354594252972,82,0,2.204009213402205,73.39791790676509,6,1,26.923092526716975,0,19,30340,98.80640368748234,0,1,0,44455.78225544896,1156.604835354335,0,47,1
71,Male,Bangalore,34,Premium,Postpaid,Month-to-Month,1,42.71995412584622,666.0057479248292,79,0,2.485606267155797,68.437926004875,1,1,29.53894749541158,3,14,10790,60.853719632296766,1,0,2,55584.484287364765,1190.157612544171,1,12,0
72,Male,Bangalore,73,Premium,Postpaid,Month-to-Month,2,55.7234953611544,418.4040192438965,66,0,4.7599855693920095,,2,3,26.12473114454624,0,21,44262,72.52800366007718,2,1,1,71198.15177623175,1011.4047351769856,3,29,0
70,Female,Kolkata,5,Family,Postpaid,Month-to-Month,4,17.56827244044838,540.5172512313333,87,1,5.814725050247583,70.53656686550465,3,0,38.66878237469281,0,20,42013,69.55564826767991,2,1,0,53056.62120576715,1429.0868006226335,2,18,0
57,Male,Chennai,8,Business,Unlimited,2 Year,1,21.56689824979652,664.8633398547759,79,0,2.5278299582197308,90.56922385675529,3,3,31.338458602376758,0,16,26775,43.27646333529188,2,1,1,62555.42502688394,1648.632352168582,0,38,0
49,Female,Mumbai,18,Consumer,Enterprise,Month-to-Month,2,34.42056126229444,339.5651283209258,97,0,6.865096075928293,44.11512875259008,3,2,30.132423384862616,1,15,253,7.299513294567761,0,1,2,44098.78014944437,814.1524024913103,1,10,0
72,Male,Chennai,56,Business,Postpaid,Month-to-Month,3,61.81355811169888,597.265991930337,77,0,1.7218188153364034,105.05768411147488,0,6,10.91952528848352,1,13,25343,51.89151245955139,0,0,1,43078.81496528931,1375.4653368414722,2,39,0
38,Male,Bangalore,117,Consumer,Prepaid,1 Year,5,53.715958762920735,593.527491620563,66,0,9.578830352413352,92.46493775038024,1,1,23.285768231963253,0,18,48829,32.118382654103584,0,0,1,52687.32590965746,1265.3780831222164,1,42,0
47,Female,Hyderabad,64,Business,Unlimited,Month-to-Month,1,23.993303874015098,721.5883221733956,84,0,7.642534043320364,81.03615018003646,2,2,5.66817542278596,0,12,29094,0.4403914133155884,1,1,0,34080.65286571736,1273.311185745834,1,24,1
78,Male,Kolkata,39,Family,Enterprise,1 Year,5,46.85108689931163,674.9643768244326,82,0,3.9352566307133663,79.89230040356023,2,6,12.027574666725272,1,14,37662,28.312922598838,2,1,0,23185.3244132444,1125.3024855336785,1,33,0
72,Male,Delhi,70,Family,Unlimited,Month-to-Month,1,24.31418361504204,764.4424944787163,76,1,0.7167828081377825,74.27470804919855,2,3,9.871470171369875,1,13,45575,55.910681412498505,2,0,0,57508.90712562513,1140.2901576801712,3,32,1
72,Male,Pune,16,Premium,Postpaid,1 Year,1,84.24621313929167,1074.1470995225282,82,1,8.273662077197027,118.47704511288056,0,4,26.29146890758123,0,16,35122,64.9703697054107,1,1,2,34041.89639585576,1350.0275728293266,2,47,0
20,Male,Bangalore,80,Business,Prepaid,1 Year,3,44.50663957612616,518.4863957764059,78,0,1.4010995827371964,42.84053719348947,2,4,17.918938620735897,2,22,39187,62.95214602241107,0,1,0,50931.13982114679,967.7699360022756,1,36,0
23,Male,Chennai,114,Family,Postpaid,Month-to-Month,4,61.500960891277415,759.44821028928,79,0,8.61409619677184,79.13869956326968,2,1,27.265835214928373,1,13,34635,83.54139359254444,0,1,0,29636.213441564752,1529.8576808602172,0,1,0
75,Male,Hyderabad,29,Consumer,Postpaid,Month-to-Month,5,26.903826530617653,131.59170179717836,61,0,3.774735853281717,90.7667478585634,2,2,28.36255664121996,1,14,10584,4.326328198759244,1,1,0,38674.88119315079,1090.0595821594886,3,5,0
41,Male,Pune,93,Business,Postpaid,Month-to-Month,4,39.97517014906018,745.1385198442902,74,0,6.64837818169442,49.1215246818952,2,2,23.380698723104476,1,12,17257,,0,1,1,37220.41937185344,351.31022406819864,2,24,0
19,Female,Mumbai,5,Business,Enterprise,1 Year,1,33.91623925182059,424.8222672906851,83,0,2.735626941764769,62.0966931835155,1,1,19.592301068309855,1,13,45321,9.90418411856654,0,1,0,57149.71585714749,782.9166115347434,0,27,0
26,Male,Bangalore,62,Business,Enterprise,1 Year,5,35.19430673765132,277.60780465993935,80,0,8.178434178984217,,3,0,8.723023281852434,0,19,37021,94.79561443697388,0,1,0,38833.01230705855,1003.5200562891624,0,8,0
48,Female,Hyderabad,75,Family,Postpaid,2 Year,1,65.12927127831153,833.4282546834451,75,1,0.9112011996700063,,3,0,14.560693299324932,0,16,22727,35.196359500906446,2,0,0,32684.92643743534,1023.468780082779,0,10,0
34,Male,Bangalore,117,Premium,Unlimited,Month-to-Month,2,41.17030165875218,446.2310083939161,71,0,9.740455284936871,112.09712316390602,1,2,50.24695967426352,1,14,23318,59.969560012151405,0,0,1,53052.3683262136,542.3640498291364,0,30,1
55,Male,Bangalore,47,Business,Unlimited,1 Year,2,19.225904287812032,472.8343933238045,74,1,0.8949951633298125,85.93360921540236,3,3,30.51393046688584,1,12,47599,34.78779975841923,0,1,0,58663.390160124174,1698.9388593009528,1,17,0
46,Male,Kolkata,65,Business,Unlimited,2 Year,4,47.349693015125006,743.6481652649804,81,0,5.3298409616929145,93.69763364753176,2,0,32.765007353495136,1,15,6170,85.99980091401946,0,0,0,61240.282262424735,2113.885385298245,2,43,0
